Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"75.00000",mm/min
General : Start date,"9/12/2024"

Time,Extension,Load
(s),(mm),(N)
"8.39400","10.46684","1.47893"
"8.39500","10.46809","1.47996"
"8.39600","10.46933","1.48069"
"8.39700","10.47058","1.48118"
"8.39800","10.47182","1.48142"
"8.39900","10.47307","1.48145"
"8.40000","10.47431","1.48151"
"8.40100","10.47556","1.48187"
"8.40200","10.47680","1.48255"
"8.40300","10.47805","1.48338"
"8.40400","10.47930","1.48424"
"8.40500","10.48054","1.48502"
"8.40600","10.48179","1.48561"
"8.40700","10.48304","1.48587"
"8.40800","10.48428","1.48570"
"8.40900","10.48553","1.48519"
"8.41000","10.48678","1.48452"
"8.41100","10.48802","1.48380"
"8.41200","10.48927","1.48321"
"8.41300","10.49051","1.48309"
"8.41400","10.49176","1.48349"
"8.41500","10.49300","1.48406"
"8.41600","10.49425","1.48459"
"8.41700","10.49550","1.48522"
"8.41800","10.49674","1.48598"
"8.41900","10.49799","1.48661"
"8.42000","10.49923","1.48692"
"8.42100","10.50048","1.48706"
"8.42200","10.50172","1.48736"
"8.42300","10.50297","1.48809"
"8.42400","10.50422","1.48943"
"8.42500","10.50546","1.49113"
"8.42600","10.50671","1.49247"
"8.42700","10.50796","1.49325"
"8.42800","10.50921","1.49403"
"8.42900","10.51045","1.49517"
"8.43000","10.51170","1.49622"
"8.43100","10.51295","1.49659"
"8.43200","10.51420","1.49638"
"8.43300","10.51545","1.49614"
"8.43400","10.51670","1.49601"
"8.43500","10.51796","1.49562"
"8.43600","10.51921","1.49495"
"8.43700","10.52046","1.49445"
"8.43800","10.52171","1.49427"
"8.43900","10.52297","1.49408"
"8.44000","10.52422","1.49382"
"8.44100","10.52547","1.49369"
"8.44200","10.52672","1.49352"
"8.44300","10.52798","1.49290"
"8.44400","10.52923","1.49178"
"8.44500","10.53049","1.49043"
"8.44600","10.53174","1.48903"
"8.44700","10.53299","1.48755"
"8.44800","10.53424","1.48617"
"8.44900","10.53550","1.48532"
"8.45000","10.53675","1.48515"
"8.45100","10.53800","1.48537"
"8.45200","10.53926","1.48571"
"8.45300","10.54051","1.48618"
"8.45400","10.54176","1.48680"
"8.45500","10.54302","1.48740"
"8.45600","10.54427","1.48804"
"8.45700","10.54552","1.48883"
"8.45800","10.54678","1.48930"
"8.45900","10.54803","1.48900"
"8.46000","10.54929","1.48847"
"8.46100","10.55054","1.48852"
"8.46200","10.55180","1.48914"
"8.46300","10.55305","1.48972"
"8.46400","10.55431","1.49015"
"8.46500","10.55556","1.49086"
"8.46600","10.55682","1.49188"
"8.46700","10.55807","1.49261"
"8.46800","10.55933","1.49264"
"8.46900","10.56059","1.49226"
"8.47000","10.56184","1.49188"
"8.47100","10.56310","1.49143"
"8.47200","10.56436","1.49093"
"8.47300","10.56561","1.49084"
"8.47400","10.56687","1.49143"
"8.47500","10.56812","1.49241"
"8.47600","10.56938","1.49352"
"8.47700","10.57064","1.49470"
"8.47800","10.57189","1.49573"
"8.47900","10.57315","1.49631"
"8.48000","10.57440","1.49644"
"8.48100","10.57566","1.49643"
"8.48200","10.57691","1.49641"
"8.48300","10.57817","1.49623"
"8.48400","10.57942","1.49600"
"8.48500","10.58067","1.49626"
"8.48600","10.58193","1.49731"
"8.48700","10.58318","1.49878"
"8.48800","10.58443","1.50034"
"8.48900","10.58569","1.50206"
"8.49000","10.58694","1.50394"
"8.49100","10.58819","1.50563"
"8.49200","10.58945","1.50683"
"8.49300","10.59070","1.50750"
"8.49400","10.59195","1.50770"
"8.49500","10.59320","1.50760"
"8.49600","10.59445","1.50750"
"8.49700","10.59571","1.50773"
"8.49800","10.59696","1.50835"
"8.49900","10.59821","1.50914"
"8.50000","10.59946","1.50996"
"8.50100","10.60071","1.51084"
"8.50200","10.60196","1.51171"
"8.50300","10.60321","1.51222"
"8.50400","10.60445","1.51220"
"8.50500","10.60570","1.51184"
"8.50600","10.60695","1.51134"
"8.50700","10.60820","1.51075"
"8.50800","10.60945","1.51021"
"8.50900","10.61069","1.50994"
"8.51000","10.61194","1.50996"
"8.51100","10.61319","1.51018"
"8.51200","10.61444","1.51059"
"8.51300","10.61568","1.51121"
"8.51400","10.61693","1.51192"
"8.51500","10.61818","1.51242"
"8.51600","10.61942","1.51253"
"8.51700","10.62067","1.51227"
"8.51800","10.62192","1.51176"
"8.51900","10.62317","1.51120"
"8.52000","10.62441","1.51097"
"8.52100","10.62566","1.51162"
"8.52200","10.62691","1.51349"
"8.52300","10.62815","1.51684"
"8.52400","10.62940","1.52205"
"8.52500","10.63065","1.52813"
"8.52600","10.63189","1.53240"
"8.52700","10.63314","1.53289"
"8.52800","10.63438","1.53064"
"8.52900","10.63563","1.52855"
"8.53000","10.63687","1.52808"
"8.53100","10.63812","1.52798"
"8.53200","10.63936","1.52682"
"8.53300","10.64061","1.52517"
"8.53400","10.64185","1.52446"
"8.53500","10.64310","1.52472"
"8.53600","10.64434","1.52489"
"8.53700","10.64559","1.52451"
"8.53800","10.64684","1.52391"
"8.53900","10.64808","1.52328"
"8.54000","10.64933","1.52247"
"8.54100","10.65058","1.52135"
"8.54200","10.65182","1.51982"
"8.54300","10.65307","1.51782"
"8.54400","10.65432","1.51554"
"8.54500","10.65557","1.51348"
"8.54600","10.65682","1.51204"
"8.54700","10.65807","1.51111"
"8.54800","10.65932","1.51041"
"8.54900","10.66057","1.50997"
"8.55000","10.66182","1.50996"
"8.55100","10.66307","1.51021"
"8.55200","10.66432","1.51029"
"8.55300","10.66557","1.50996"
"8.55400","10.66682","1.50929"
"8.55500","10.66807","1.50856"
"8.55600","10.66932","1.50811"
"8.55700","10.67057","1.50828"
"8.55800","10.67182","1.50911"
"8.55900","10.67307","1.51031"
"8.56000","10.67431","1.51146"
"8.56100","10.67556","1.51236"
"8.56200","10.67681","1.51308"
"8.56300","10.67806","1.51380"
"8.56400","10.67931","1.51443"
"8.56500","10.68056","1.51479"
"8.56600","10.68181","1.51472"
"8.56700","10.68306","1.51425"
"8.56800","10.68431","1.51358"
"8.56900","10.68556","1.51290"
"8.57000","10.68681","1.51239"
"8.57100","10.68806","1.51220"
"8.57200","10.68931","1.51244"
"8.57300","10.69056","1.51301"
"8.57400","10.69181","1.51366"
"8.57500","10.69306","1.51425"
"8.57600","10.69431","1.51477"
"8.57700","10.69556","1.51503"
"8.57800","10.69681","1.51478"
"8.57900","10.69806","1.51400"
"8.58000","10.69931","1.51308"
"8.58100","10.70056","1.51246"
"8.58200","10.70181","1.51238"
"8.58300","10.70306","1.51285"
"8.58400","10.70431","1.51381"
"8.58500","10.70556","1.51516"
"8.58600","10.70680","1.51659"
"8.58700","10.70805","1.51791"
"8.58800","10.70930","1.51924"
"8.58900","10.71055","1.52070"
"8.59000","10.71180","1.52224"
"8.59100","10.71305","1.52394"
"8.59200","10.71430","1.52583"
"8.59300","10.71555","1.52738"
"8.59400","10.71681","1.52816"
"8.59500","10.71806","1.52868"
"8.59600","10.71931","1.52987"
"8.59700","10.72056","1.53180"
"8.59800","10.72181","1.53370"
"8.59900","10.72306","1.53492"
"8.60000","10.72432","1.53570"
"8.60100","10.72557","1.53647"
"8.60200","10.72683","1.53698"
"8.60300","10.72808","1.53682"
"8.60400","10.72933","1.53628"
"8.60500","10.73059","1.53592"
"8.60600","10.73184","1.53572"
"8.60700","10.73310","1.53555"
"8.60800","10.73435","1.53571"
"8.60900","10.73561","1.53641"
"8.61000","10.73686","1.53726"
"8.61100","10.73811","1.53777"
"8.61200","10.73937","1.53798"
"8.61300","10.74062","1.53811"
"8.61400","10.74188","1.53804"
"8.61500","10.74313","1.53759"
"8.61600","10.74438","1.53704"
"8.61700","10.74564","1.53686"
"8.61800","10.74689","1.53719"
"8.61900","10.74814","1.53782"
"8.62000","10.74940","1.53874"
"8.62100","10.75065","1.54015"
"8.62200","10.75190","1.54203"
"8.62300","10.75316","1.54416"
"8.62400","10.75441","1.54640"
"8.62500","10.75566","1.54873"
"8.62600","10.75692","1.55065"
"8.62700","10.75817","1.55142"
"8.62800","10.75943","1.55115"
"8.62900","10.76068","1.55088"
"8.63000","10.76193","1.55124"
"8.63100","10.76319","1.55191"
"8.63200","10.76444","1.55244"
"8.63300","10.76570","1.55294"
"8.63400","10.76695","1.55378"
"8.63500","10.76821","1.55482"
"8.63600","10.76947","1.55540"
"8.63700","10.77072","1.55517"
"8.63800","10.77198","1.55435"
"8.63900","10.77323","1.55318"
"8.64000","10.77449","1.55170"
"8.64100","10.77574","1.55014"
"8.64200","10.77700","1.54888"
"8.64300","10.77825","1.54801"
"8.64400","10.77951","1.54741"
"8.64500","10.78076","1.54698"
"8.64600","10.78202","1.54669"
"8.64700","10.78327","1.54651"
"8.64800","10.78452","1.54623"
"8.64900","10.78578","1.54567"
"8.65000","10.78703","1.54490"
"8.65100","10.78828","1.54405"
"8.65200","10.78954","1.54313"
"8.65300","10.79079","1.54215"
"8.65400","10.79204","1.54133"
"8.65500","10.79329","1.54101"
"8.65600","10.79454","1.54134"
"8.65700","10.79579","1.54232"
"8.65800","10.79704","1.54382"
"8.65900","10.79830","1.54546"
"8.66000","10.79955","1.54670"
"8.66100","10.80079","1.54732"
"8.66200","10.80204","1.54744"
"8.66300","10.80329","1.54735"
"8.66400","10.80454","1.54730"
"8.66500","10.80579","1.54738"
"8.66600","10.80704","1.54759"
"8.66700","10.80829","1.54799"
"8.66800","10.80954","1.54866"
"8.66900","10.81079","1.54951"
"8.67000","10.81204","1.55040"
"8.67100","10.81328","1.55128"
"8.67200","10.81453","1.55211"
"8.67300","10.81578","1.55278"
"8.67400","10.81702","1.55318"
"8.67500","10.81827","1.55331"
"8.67600","10.81952","1.55328"
"8.67700","10.82076","1.55318"
"8.67800","10.82200","1.55296"
"8.67900","10.82325","1.55272"
"8.68000","10.82449","1.55278"
"8.68100","10.82574","1.55330"
"8.68200","10.82698","1.55410"
"8.68300","10.82822","1.55497"
"8.68400","10.82946","1.55582"
"8.68500","10.83071","1.55654"
"8.68600","10.83195","1.55689"
"8.68700","10.83319","1.55673"
"8.68800","10.83443","1.55622"
"8.68900","10.83567","1.55579"
"8.69000","10.83692","1.55579"
"8.69100","10.83816","1.55617"
"8.69200","10.83940","1.55646"
"8.69300","10.84064","1.55641"
"8.69400","10.84188","1.55627"
"8.69500","10.84313","1.55630"
"8.69600","10.84437","1.55640"
"8.69700","10.84561","1.55625"
"8.69800","10.84685","1.55567"
"8.69900","10.84810","1.55478"
"8.70000","10.84934","1.55378"
"8.70100","10.85058","1.55269"
"8.70200","10.85183","1.55151"
"8.70300","10.85307","1.55047"
"8.70400","10.85432","1.54980"
"8.70500","10.85556","1.54949"
"8.70600","10.85680","1.54941"
"8.70700","10.85805","1.54952"
"8.70800","10.85929","1.54973"
"8.70900","10.86054","1.54986"
"8.71000","10.86178","1.54971"
"8.71100","10.86303","1.54920"
"8.71200","10.86427","1.54848"
"8.71300","10.86551","1.54775"
"8.71400","10.86676","1.54720"
"8.71500","10.86801","1.54700"
"8.71600","10.86925","1.54733"
"8.71700","10.87050","1.54824"
"8.71800","10.87174","1.54970"
"8.71900","10.87299","1.55204"
"8.72000","10.87424","1.55622"
"8.72100","10.87548","1.56245"
"8.72200","10.87673","1.56841"
"8.72300","10.87798","1.57130"
"8.72400","10.87923","1.57087"
"8.72500","10.88047","1.56932"
"8.72600","10.88172","1.56888"
"8.72700","10.88297","1.56991"
"8.72800","10.88422","1.57129"
"8.72900","10.88547","1.57223"
"8.73000","10.88672","1.57303"
"8.73100","10.88797","1.57413"
"8.73200","10.88922","1.57549"
"8.73300","10.89047","1.57669"
"8.73400","10.89172","1.57725"
"8.73500","10.89297","1.57687"
"8.73600","10.89422","1.57592"
"8.73700","10.89548","1.57510"
"8.73800","10.89673","1.57456"
"8.73900","10.89799","1.57395"
"8.74000","10.89924","1.57318"
"8.74100","10.90050","1.57249"
"8.74200","10.90175","1.57218"
"8.74300","10.90301","1.57214"
"8.74400","10.90427","1.57198"
"8.74500","10.90552","1.57149"
"8.74600","10.90678","1.57093"
"8.74700","10.90804","1.57059"
"8.74800","10.90930","1.57036"
"8.74900","10.91055","1.56995"
"8.75000","10.91181","1.56929"
"8.75100","10.91307","1.56849"
"8.75200","10.91433","1.56787"
"8.75300","10.91558","1.56791"
"8.75400","10.91684","1.56873"
"8.75500","10.91810","1.56990"
"8.75600","10.91935","1.57093"
"8.75700","10.92061","1.57161"
"8.75800","10.92187","1.57185"
"8.75900","10.92313","1.57174"
"8.76000","10.92438","1.57170"
"8.76100","10.92564","1.57229"
"8.76200","10.92690","1.57356"
"8.76300","10.92815","1.57489"
"8.76400","10.92941","1.57576"
"8.76500","10.93067","1.57639"
"8.76600","10.93193","1.57738"
"8.76700","10.93319","1.57878"
"8.76800","10.93445","1.58012"
"8.76900","10.93571","1.58111"
"8.77000","10.93696","1.58183"
"8.77100","10.93822","1.58231"
"8.77200","10.93948","1.58250"
"8.77300","10.94074","1.58236"
"8.77400","10.94200","1.58193"
"8.77500","10.94326","1.58126"
"8.77600","10.94452","1.58054"
"8.77700","10.94578","1.58019"
"8.77800","10.94704","1.58053"
"8.77900","10.94830","1.58137"
"8.78000","10.94956","1.58224"
"8.78100","10.95082","1.58283"
"8.78200","10.95207","1.58314"
"8.78300","10.95333","1.58321"
"8.78400","10.95459","1.58305"
"8.78500","10.95584","1.58287"
"8.78600","10.95710","1.58288"
"8.78700","10.95835","1.58307"
"8.78800","10.95961","1.58335"
"8.78900","10.96086","1.58389"
"8.79000","10.96212","1.58487"
"8.79100","10.96337","1.58617"
"8.79200","10.96462","1.58759"
"8.79300","10.96588","1.58909"
"8.79400","10.96713","1.59059"
"8.79500","10.96838","1.59176"
"8.79600","10.96963","1.59231"
"8.79700","10.97089","1.59238"
"8.79800","10.97214","1.59232"
"8.79900","10.97339","1.59232"
"8.80000","10.97464","1.59242"
"8.80100","10.97589","1.59261"
"8.80200","10.97715","1.59277"
"8.80300","10.97840","1.59273"
"8.80400","10.97965","1.59264"
"8.80500","10.98090","1.59288"
"8.80600","10.98215","1.59341"
"8.80700","10.98340","1.59357"
"8.80800","10.98465","1.59295"
"8.80900","10.98590","1.59175"
"8.81000","10.98715","1.59044"
"8.81100","10.98840","1.58930"
"8.81200","10.98965","1.58845"
"8.81300","10.99090","1.58809"
"8.81400","10.99214","1.58825"
"8.81500","10.99339","1.58860"
"8.81600","10.99464","1.58889"
"8.81700","10.99588","1.58922"
"8.81800","10.99713","1.58967"
"8.81900","10.99838","1.58999"
"8.82000","10.99962","1.58991"
"8.82100","11.00087","1.58970"
"8.82200","11.00211","1.58973"
"8.82300","11.00336","1.58988"
"8.82400","11.00460","1.58996"
"8.82500","11.00584","1.59017"
"8.82600","11.00709","1.59086"
"8.82700","11.00833","1.59193"
"8.82800","11.00958","1.59292"
"8.82900","11.01082","1.59362"
"8.83000","11.01206","1.59411"
"8.83100","11.01331","1.59438"
"8.83200","11.01455","1.59421"
"8.83300","11.01580","1.59351"
"8.83400","11.01704","1.59255"
"8.83500","11.01829","1.59176"
"8.83600","11.01953","1.59142"
"8.83700","11.02077","1.59167"
"8.83800","11.02202","1.59239"
"8.83900","11.02326","1.59321"
"8.84000","11.02451","1.59379"
"8.84100","11.02575","1.59401"
"8.84200","11.02700","1.59383"
"8.84300","11.02824","1.59330"
"8.84400","11.02949","1.59271"
"8.84500","11.03073","1.59236"
"8.84600","11.03198","1.59217"
"8.84700","11.03322","1.59189"
"8.84800","11.03447","1.59149"
"8.84900","11.03571","1.59128"
"8.85000","11.03695","1.59153"
"8.85100","11.03820","1.59220"
"8.85200","11.03944","1.59306"
"8.85300","11.04068","1.59397"
"8.85400","11.04193","1.59477"
"8.85500","11.04317","1.59524"
"8.85600","11.04441","1.59531"
"8.85700","11.04566","1.59503"
"8.85800","11.04690","1.59439"
"8.85900","11.04815","1.59358"
"8.86000","11.04939","1.59322"
"8.86100","11.05063","1.59372"
"8.86200","11.05188","1.59468"
"8.86300","11.05312","1.59545"
"8.86400","11.05437","1.59591"
"8.86500","11.05561","1.59640"
"8.86600","11.05686","1.59703"
"8.86700","11.05811","1.59742"
"8.86800","11.05935","1.59730"
"8.86900","11.06060","1.59684"
"8.87000","11.06185","1.59621"
"8.87100","11.06309","1.59530"
"8.87200","11.06434","1.59421"
"8.87300","11.06559","1.59353"
"8.87400","11.06684","1.59379"
"8.87500","11.06809","1.59479"
"8.87600","11.06933","1.59595"
"8.87700","11.07058","1.59694"
"8.87800","11.07183","1.59770"
"8.87900","11.07308","1.59818"
"8.88000","11.07433","1.59836"
"8.88100","11.07558","1.59834"
"8.88200","11.07683","1.59828"
"8.88300","11.07807","1.59822"
"8.88400","11.07932","1.59818"
"8.88500","11.08057","1.59830"
"8.88600","11.08182","1.59870"
"8.88700","11.08307","1.59930"
"8.88800","11.08432","1.59993"
"8.88900","11.08557","1.60068"
"8.89000","11.08682","1.60171"
"8.89100","11.08807","1.60309"
"8.89200","11.08932","1.60476"
"8.89300","11.09057","1.60640"
"8.89400","11.09182","1.60759"
"8.89500","11.09307","1.60826"
"8.89600","11.09432","1.60889"
"8.89700","11.09558","1.61000"
"8.89800","11.09683","1.61164"
"8.89900","11.09808","1.61341"
"8.90000","11.09933","1.61501"
"8.90100","11.10059","1.61645"
"8.90200","11.10184","1.61782"
"8.90300","11.10310","1.61909"
"8.90400","11.10435","1.62013"
"8.90500","11.10560","1.62080"
"8.90600","11.10686","1.62101"
"8.90700","11.10811","1.62077"
"8.90800","11.10937","1.62027"
"8.90900","11.11062","1.61985"
"8.91000","11.11188","1.61979"
"8.91100","11.11313","1.62018"
"8.91200","11.11439","1.62083"
"8.91300","11.11564","1.62148"
"8.91400","11.11690","1.62186"
"8.91500","11.11815","1.62195"
"8.91600","11.11941","1.62185"
"8.91700","11.12066","1.62148"
"8.91800","11.12192","1.62064"
"8.91900","11.12318","1.61933"
"8.92000","11.12443","1.61804"
"8.92100","11.12569","1.61748"
"8.92200","11.12694","1.61793"
"8.92300","11.12820","1.61896"
"8.92400","11.12945","1.62002"
"8.92500","11.13071","1.62094"
"8.92600","11.13196","1.62185"
"8.92700","11.13322","1.62276"
"8.92800","11.13447","1.62348"
"8.92900","11.13573","1.62385"
"8.93000","11.13698","1.62382"
"8.93100","11.13824","1.62354"
"8.93200","11.13949","1.62321"
"8.93300","11.14075","1.62302"
"8.93400","11.14200","1.62322"
"8.93500","11.14325","1.62394"
"8.93600","11.14451","1.62504"
"8.93700","11.14576","1.62627"
"8.93800","11.14701","1.62742"
"8.93900","11.14827","1.62827"
"8.94000","11.14952","1.62850"
"8.94100","11.15077","1.62816"
"8.94200","11.15203","1.62789"
"8.94300","11.15328","1.62827"
"8.94400","11.15453","1.62911"
"8.94500","11.15578","1.62984"
"8.94600","11.15703","1.63042"
"8.94700","11.15829","1.63137"
"8.94800","11.15954","1.63295"
"8.94900","11.16079","1.63490"
"8.95000","11.16204","1.63679"
"8.95100","11.16329","1.63843"
"8.95200","11.16453","1.63971"
"8.95300","11.16578","1.64051"
"8.95400","11.16703","1.64099"
"8.95500","11.16828","1.64140"
"8.95600","11.16953","1.64164"
"8.95700","11.17077","1.64160"
"8.95800","11.17202","1.64163"
"8.95900","11.17327","1.64212"
"8.96000","11.17451","1.64313"
"8.96100","11.17576","1.64446"
"8.96200","11.17701","1.64584"
"8.96300","11.17825","1.64695"
"8.96400","11.17950","1.64758"
"8.96500","11.18074","1.64766"
"8.96600","11.18199","1.64730"
"8.96700","11.18324","1.64670"
"8.96800","11.18448","1.64597"
"8.96900","11.18573","1.64508"
"8.97000","11.18698","1.64423"
"8.97100","11.18822","1.64363"
"8.97200","11.18947","1.64332"
"8.97300","11.19071","1.64321"
"8.97400","11.19196","1.64319"
"8.97500","11.19320","1.64296"
"8.97600","11.19445","1.64228"
"8.97700","11.19570","1.64130"
"8.97800","11.19694","1.64029"
"8.97900","11.19819","1.63930"
"8.98000","11.19943","1.63822"
"8.98100","11.20068","1.63707"
"8.98200","11.20192","1.63615"
"8.98300","11.20317","1.63565"
"8.98400","11.20441","1.63549"
"8.98500","11.20565","1.63557"
"8.98600","11.20690","1.63587"
"8.98700","11.20814","1.63628"
"8.98800","11.20938","1.63645"
"8.98900","11.21063","1.63610"
"8.99000","11.21187","1.63535"
"8.99100","11.21311","1.63468"
"8.99200","11.21435","1.63449"
"8.99300","11.21560","1.63479"
"8.99400","11.21684","1.63537"
"8.99500","11.21808","1.63606"
"8.99600","11.21933","1.63687"
"8.99700","11.22057","1.63796"
